what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1318901559595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901561704
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901561704
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901562063
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901573719
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901576485
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901592422
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1318901597359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901597406
activated,editor,org.eclipse.wst.wsdl.ui,1.2.302.v201005180400,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1318901597437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901597453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901600047
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901600156
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318901601875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901613375
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318901638686
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318901640608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901663623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1318901663639
opened,editor,org.eclipse.wst.wsdl.ui,1.2.302.v201005180400,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1318901663873
activated,editor,org.eclipse.wst.wsdl.ui,1.2.302.v201005180400,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1318901664029
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318901665092
activated,editor,org.eclipse.wst.wsdl.ui,1.2.302.v201005180400,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1318901666654
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901686935
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901700466
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901712373
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901725591
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901728794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901728794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901729201
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901729716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901730263
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901736638
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901737888
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901737888
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901738560
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901738560
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901738638
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901759091
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901764888
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901764904
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901764997
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901794044
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901805856
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901841403
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1318901843872
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318901845028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901846419
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1318901852512
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901854044
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901854934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901854934
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901855278
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901863528
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1318901865325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318901866028
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1318901872637
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901886137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901889793
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901889793
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901913559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901914871
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901916106
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901916199
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318901919043
